# Z_nm	Fit_totale_conteggi	LogN1_conteggi	LogN2_conteggi
0.998136	58.542693	0.000086	58.542607
1.015486	63.049570	0.000122	63.049448
1.032837	67.748285	0.000172	67.748112
1.050187	72.637639	0.000241	72.637399
1.067537	77.716040	0.000333	77.715708
1.084888	82.981511	0.000456	82.981055
1.102238	88.431708	0.000620	88.431088
1.119588	94.063942	0.000837	94.063105
1.136938	99.875190	0.001122	99.874069
1.154289	105.862119	0.001492	105.860627
1.171639	112.021099	0.001970	112.019129
1.188989	118.348229	0.002585	118.345644
1.206339	124.839350	0.003370	124.835980
1.223690	131.490068	0.004366	131.485702
1.241040	138.295772	0.005621	138.290151
1.258390	145.251657	0.007196	145.244461
1.275741	152.352737	0.009160	152.343577
1.293091	159.593870	0.011596	159.582274
1.310441	166.969776	0.014603	166.955173
1.327791	174.475053	0.018295	174.456758
1.345142	182.104201	0.022808	182.081393
1.362492	189.851636	0.028297	189.823339
1.379842	197.711711	0.034943	197.676767
1.397192	205.678732	0.042957	205.635775
1.414543	213.746978	0.052577	213.694401
1.431893	221.910716	0.064077	221.846639
1.449243	230.164221	0.077771	230.086450
1.466594	238.501790	0.094014	238.407776
1.483944	246.917757	0.113205	246.804551
1.501294	255.406514	0.135799	255.270715
1.518644	263.962525	0.162303	263.800222
1.535995	272.580336	0.193285	272.387051
1.553345	281.254597	0.229381	281.025217
1.570695	289.980075	0.271295	289.708780
1.588046	298.751664	0.319811	298.431852
1.605396	307.564402	0.375794	307.188608
1.622746	316.413486	0.440197	315.973289
1.640096	325.294281	0.514068	324.780213
1.657447	334.202337	0.598555	333.603781
1.674797	343.133396	0.694915	342.438481
1.692147	352.083409	0.804514	351.278895
1.709497	361.048543	0.928841	360.119702
1.726848	370.025195	1.069508	368.955687
1.744198	379.010002	1.228262	377.781740
1.761548	387.999846	1.406984	386.592862
1.778899	396.991873	1.607703	395.384170
1.796249	405.983490	1.832595	404.150896
1.813599	414.972385	2.083992	412.888393
1.830949	423.956526	2.364391	421.592135
1.848300	432.934171	2.676450	430.257721
1.865650	441.903876	3.023002	438.880873
1.883000	450.864500	3.407057	447.457443
1.900350	459.815209	3.831802	455.983407
1.917701	468.755483	4.300612	464.454871
1.935051	477.685116	4.817047	472.868069
1.952401	486.604225	5.384861	481.219364
1.969752	495.513246	6.007999	489.505247
1.987102	504.412941	6.690603	497.722337
2.004452	513.304397	7.437012	505.867384
2.021802	522.189025	8.251763	513.937262
2.039153	531.068564	9.139591	521.928973
2.056503	539.945073	10.105429	529.839644
2.073853	548.820934	11.154408	537.666527
2.091203	557.698850	12.291854	545.406996
2.108554	566.581836	13.523288	553.058548
2.125904	575.473220	14.854420	560.618801
2.143254	584.376636	16.291148	568.085489
2.160605	593.296018	17.839553	575.456464
2.177955	602.235591	19.505895	582.729695
2.195305	611.199868	21.296606	589.903262
2.212655	620.193641	23.218284	596.975358
2.230006	629.221969	25.277687	603.944282
2.247356	638.290171	27.481727	610.808445
2.264706	647.403815	29.837456	617.566358
2.282056	656.568707	32.352067	624.216640
2.299407	665.790880	35.032874	630.758006
2.316757	675.076583	37.887309	637.189274
2.334107	684.432264	40.922911	643.509353
2.351458	693.864562	44.147312	649.717251
2.368808	703.380289	47.568226	655.812063
2.386158	712.986419	51.193441	661.792978
2.403508	722.690071	55.030802	667.659269
2.420859	732.498494	59.088201	673.410293
2.438209	742.419052	63.373560	679.045492
2.455559	752.459210	67.894824	684.564386
2.472910	762.626514	72.659940	689.966575
2.490260	772.928578	77.676848	695.251731
2.507610	783.373066	82.953464	700.419601
2.524960	793.967673	88.497668	705.470005
2.542311	804.720114	94.317285	710.402829
2.559661	815.638100	100.420075	715.218026
2.577011	826.729327	106.813714	719.915613
2.594361	838.001455	113.505784	724.495671
2.611712	849.462091	120.503752	728.958339
2.629062	861.118776	127.814961	733.303815
2.646412	872.978963	135.446612	737.532351
2.663763	885.050005	143.405750	741.644255
2.681113	897.339136	151.699249	745.639887
2.698463	909.853453	160.333800	749.519654
2.715813	922.599907	169.315894	753.284012
2.733164	935.585278	178.651812	756.933465
2.750514	948.816167	188.347608	760.468559
2.767864	962.298978	198.409097	763.889881
2.785214	976.039905	208.841844	767.198061
2.802565	990.044916	219.651150	770.393766
2.819915	1004.319741	230.842040	773.477701
2.837265	1018.869859	242.419254	776.450605
2.854616	1033.700485	254.387233	779.313251
2.871966	1048.816556	266.750111	782.066445
2.889316	1064.222724	279.511704	784.711021
2.906666	1079.923343	292.675499	787.247844
2.924017	1095.922455	306.244651	789.677805
2.941367	1112.223789	320.221968	792.001821
2.958717	1128.830741	334.609906	794.220835
2.976067	1145.746377	349.410567	796.335811
2.993418	1162.973417	364.625682	798.347736
3.010768	1180.514231	380.256616	800.257616
3.028118	1198.370834	396.304356	802.066478
3.045469	1216.544876	412.769511	803.775365
3.062819	1235.037642	429.652304	805.385338
3.080169	1253.850047	446.952574	806.897473
3.097519	1272.982627	464.669767	808.312860
3.114870	1292.435543	482.802940	809.632603
3.132220	1312.208575	501.350757	810.857818
3.149570	1332.301122	520.311490	811.989632
3.166920	1352.712197	539.683016	813.029181
3.184271	1373.440435	559.462822	813.977613
3.201621	1394.484084	579.648003	814.836081
3.218971	1415.841012	600.235264	815.605747
3.236322	1437.508707	621.220927	816.287781
3.253672	1459.484280	642.600926	816.883355
3.271022	1481.764467	664.370819	817.393648
3.288372	1504.345630	686.525787	817.819844
3.305723	1527.223768	709.060640	818.163128
3.323073	1550.394513	731.969825	818.424688
3.340423	1573.853143	755.247427	818.605716
3.357774	1597.594581	778.887179	818.707402
3.375124	1621.613404	802.882466	818.730938
3.392474	1645.903853	827.226337	818.677516
3.409824	1670.459834	851.911506	818.548328
3.427175	1695.274927	876.930365	818.344562
3.444525	1720.342398	902.274991	818.067407
3.461875	1745.655203	927.937156	817.718047
3.479225	1771.205997	953.908332	817.297665
3.496576	1796.987147	980.179706	816.807441
3.513926	1822.990735	1006.742188	816.248548
3.531276	1849.208574	1033.586417	815.622158
3.548627	1875.632214	1060.702778	814.929436
3.565977	1902.252951	1088.081408	814.171543
3.583327	1929.061844	1115.712209	813.349635
3.600677	1956.049718	1143.584858	812.464860
3.618028	1983.207179	1171.688819	811.518360
3.635378	2010.524626	1200.013353	810.511273
3.652728	2037.992257	1228.547530	809.444727
3.670078	2065.600088	1257.280244	808.319843
3.687429	2093.337956	1286.200218	807.137738
3.704779	2121.195538	1315.296022	805.899515
3.722129	2149.162357	1344.556082	804.606275
3.739480	2177.227797	1373.968691	803.259106
3.756830	2205.381114	1403.522023	801.859091
3.774180	2233.611447	1433.204145	800.407302
3.791530	2261.907829	1463.003026	798.904802
3.808881	2290.259199	1492.906553	797.352646
3.826231	2318.654418	1522.902539	795.751879
3.843581	2347.082272	1552.978736	794.103536
3.860931	2375.531491	1583.122847	792.408644
3.878282	2403.990757	1613.322540	790.668217
3.895632	2432.448715	1643.565452	788.883263
3.912982	2460.893986	1673.839210	787.054776
3.930333	2489.315177	1704.131433	785.183744
3.947683	2517.700891	1734.429750	783.271141
3.965033	2546.039738	1764.721807	781.317931
3.982383	2574.320350	1794.995279	779.325071
3.999734	2602.531382	1825.237879	777.293503
4.017084	2630.661531	1855.437370	775.224162
4.034434	2658.699542	1885.581574	773.117969
4.051784	2686.634219	1915.658382	770.975837
4.069135	2714.454431	1945.655765	768.798667
4.086485	2742.149128	1975.561779	766.587349
4.103835	2769.707344	2005.364581	764.342763
4.121186	2797.118208	2035.052430	762.065778
4.138536	2824.370952	2064.613702	759.757251
4.155886	2851.454923	2094.036894	757.418029
4.173236	2878.359584	2123.310636	755.048948
4.190587	2905.074529	2152.423695	752.650834
4.207937	2931.589485	2181.364985	750.224500
4.225287	2957.894321	2210.123571	747.770750
4.242638	2983.979059	2238.688682	745.290377
4.259988	3009.833874	2267.049712	742.784161
4.277338	3035.449103	2295.196228	740.252875
4.294688	3060.815254	2323.117976	737.697278
4.312039	3085.923008	2350.804889	735.118119
4.329389	3110.763227	2378.247090	732.516136
4.346739	3135.326957	2405.434898	729.892059
4.364089	3159.605436	2432.358831	727.246604
4.381440	3183.590095	2459.009616	724.580479
4.398790	3207.272565	2485.378187	721.894378
4.416140	3230.644683	2511.455694	719.188989
4.433491	3253.698490	2537.233504	716.464986
4.450841	3276.426240	2562.703205	713.723034
4.468191	3298.820400	2587.856611	710.963789
4.485541	3320.873656	2612.685761	708.187895
4.502892	3342.578913	2637.182927	705.395986
4.520242	3363.929299	2661.340612	702.588687
4.537592	3384.918168	2685.151556	699.766612
4.554942	3405.539100	2708.608734	696.930366
4.572293	3425.785902	2731.705359	694.080543
4.589643	3445.652615	2754.434887	691.217728
4.606993	3465.133508	2776.791012	688.342496
4.624344	3484.223084	2798.767671	685.455413
4.641694	3502.916081	2820.359046	682.557035
4.659044	3521.207467	2841.559559	679.647908
4.676394	3539.092447	2862.363877	676.728570
4.693745	3556.566460	2882.766912	673.799548
4.711095	3573.625179	2902.763816	670.861362
4.728445	3590.264509	2922.349988	667.914522
4.745795	3606.480593	2941.521065	664.959527
4.763146	3622.269802	2960.272931	661.996871
4.780496	3637.628741	2978.601706	659.027035
4.797846	3652.554247	2996.503751	656.050495
4.815197	3667.043383	3013.975667	653.067716
4.832547	3681.093445	3031.014290	650.079155
4.849897	3694.701951	3047.616690	647.085261
4.867247	3707.866646	3063.780172	644.086474
4.884598	3720.585498	3079.502272	641.083227
4.901948	3732.856696	3094.780754	638.075943
4.919298	3744.678648	3109.613610	635.065038
4.936649	3756.049976	3123.999056	632.050920
4.953999	3766.969520	3137.935530	629.033990
4.971349	3777.436328	3151.421689	626.014639
4.988699	3787.449658	3164.456406	622.993252
5.006050	3797.008975	3177.038768	619.970207
5.023400	3806.113945	3189.168074	616.945872
5.040750	3814.764436	3200.843827	613.920610
5.058100	3822.960512	3212.065738	610.894775
5.075451	3830.702431	3222.833716	607.868715
5.092801	3837.990641	3233.147870	604.842771
5.110151	3844.825778	3243.008502	601.817276
5.127502	3851.208661	3252.416105	598.792556
5.144852	3857.140291	3261.371359	595.768931
5.162202	3862.621843	3269.875128	592.746715
5.179552	3867.654667	3277.928455	589.726212
5.196903	3872.240283	3285.532560	586.707723
5.214253	3876.380376	3292.688834	583.691542
5.231603	3880.076791	3299.398838	580.677954
5.248953	3883.331535	3305.664296	577.667240
5.266304	3886.146768	3311.487093	574.659675
5.283654	3888.524800	3316.869273	571.655526
5.301004	3890.468087	3321.813031	568.655057
5.318355	3891.979231	3326.320708	565.658522
5.335705	3893.060969	3330.394796	562.666173
5.353055	3893.716176	3334.037923	559.678254
5.370405	3893.947857	3337.252854	556.695003
5.387756	3893.759145	3340.042490	553.716654
5.405106	3893.153294	3342.409859	550.743435
5.422456	3892.133680	3344.358112	547.775568
5.439806	3890.703793	3345.890523	544.813270
5.457157	3888.867235	3347.010482	541.856753
5.474507	3886.627716	3347.721493	538.906223
5.491857	3883.989048	3348.027167	535.961881
5.509208	3880.955144	3347.931220	533.023924
5.526558	3877.530013	3347.437470	530.092543
5.543908	3873.717757	3346.549832	527.167925
5.561258	3869.522564	3345.272313	524.250251
5.578609	3864.948709	3343.609010	521.339699
5.595959	3860.000547	3341.564107	518.436440
5.613309	3854.682509	3339.141866	515.540643
5.630659	3848.999102	3336.346631	512.652470
5.648010	3842.954899	3333.182818	509.772081
5.665360	3836.554544	3329.654914	506.899631
5.682710	3829.802740	3325.767472	504.035268
5.700061	3822.704251	3321.525110	501.179140
5.717411	3815.263895	3316.932506	498.331389
5.734761	3807.486544	3311.994393	495.492151
5.752111	3799.377119	3306.715558	492.661561
5.769462	3790.940585	3301.100836	489.839749
5.786812	3782.181950	3295.155109	487.026841
5.804162	3773.106262	3288.883303	484.222959
5.821513	3763.718603	3282.290382	481.428221
5.838863	3754.024090	3275.381348	478.642743
5.856213	3744.027869	3268.161234	475.866635
5.873563	3733.735111	3260.635105	473.100006
5.890914	3723.151013	3252.808054	470.342959
5.908264	3712.280791	3244.685196	467.595595
5.925614	3701.129681	3236.271669	464.858012
5.942964	3689.702932	3227.572629	462.130303
5.960315	3678.005808	3218.593247	459.412561
5.977665	3666.043581	3209.338709	456.704872
5.995015	3653.821530	3199.814209	454.007321
6.012366	3641.344939	3190.024950	451.319989
6.029716	3628.619096	3179.976140	448.642955
6.047066	3615.649286	3169.672990	445.976296
6.064416	3602.440793	3159.120711	443.320082
6.081767	3588.998895	3148.324510	440.674385
6.099117	3575.328864	3137.289593	438.039271
6.116467	3561.435961	3126.021157	435.414804
6.133817	3547.325438	3114.524391	432.801047
6.151168	3533.002530	3102.804472	430.198057
6.168518	3518.472459	3090.866566	427.605893
6.185868	3503.740427	3078.715821	425.024606
6.203219	3488.811620	3066.357370	422.454250
6.220569	3473.691199	3053.796327	419.894872
6.237919	3458.384303	3041.037784	417.346519
6.255269	3442.896048	3028.086812	414.809236
6.272620	3427.231520	3014.948456	412.283064
6.289970	3411.395780	3001.627737	409.768043
6.307320	3395.393856	2988.129646	407.264210
6.324670	3379.230749	2974.459147	404.771601
6.342021	3362.911423	2960.621173	402.290249
6.359371	3346.440810	2946.620624	399.820185
6.376721	3329.823806	2932.462368	397.361438
6.394072	3313.065271	2918.151236	394.914035
6.411422	3296.170026	2903.692024	392.478001
6.428772	3279.142852	2889.089493	390.053360
6.446122	3261.988493	2874.348361	387.640132
6.463473	3244.711648	2859.473311	385.238337
6.480823	3227.316974	2844.468982	382.847992
6.498173	3209.809086	2829.339972	380.469115
6.515523	3192.192554	2814.090837	378.101718
6.532874	3174.471903	2798.726088	375.745814
6.550224	3156.651609	2783.250194	373.401415
6.567574	3138.736106	2767.667577	371.068529
6.584925	3120.729775	2751.982611	368.747165
6.602275	3102.636953	2736.199626	366.437327
6.619625	3084.461924	2720.322903	364.139021
6.636975	3066.208925	2704.356674	361.852251
6.654326	3047.882141	2688.305124	359.577017
6.671676	3029.485706	2672.172386	357.313320
6.689026	3011.023705	2655.962545	355.061159
6.706377	2992.500166	2639.679635	352.820532
6.723727	2973.919071	2623.327637	350.591434
6.741077	2955.284343	2606.910482	348.373860
6.758427	2936.599855	2590.432050	346.167805
6.775778	2917.869428	2573.896167	343.973261
6.793128	2899.096826	2557.306607	341.790219
6.810478	2880.285760	2540.667091	339.618669
6.827828	2861.439888	2523.981288	337.458600
6.845179	2842.562811	2507.252811	335.310000
6.862529	2823.658078	2490.485223	333.172855
6.879879	2804.729181	2473.682029	331.047152
6.897230	2785.779559	2456.846685	328.932875
6.914580	2766.812595	2439.982588	326.830007
6.931930	2747.831616	2423.093085	324.738531
6.949280	2728.839896	2406.181467	322.658429
6.966631	2709.840653	2389.250971	320.589682
6.983981	2690.837049	2372.304780	318.532269
7.001331	2671.832193	2355.346023	316.486170
7.018681	2652.829137	2338.377775	314.451362
7.036032	2633.830880	2321.403058	312.427822
7.053382	2614.840365	2304.424838	310.415527
7.070732	2595.860482	2287.446029	308.414453
7.088083	2576.894064	2270.469491	306.424574
7.105433	2557.943894	2253.498030	304.445864
7.122783	2539.012696	2236.534399	302.478297
7.140133	2520.103145	2219.581299	300.521845
7.157484	2501.217858	2202.641378	298.576480
7.174834	2482.359404	2185.717230	296.642174
7.192184	2463.530294	2168.811398	294.718896
7.209534	2444.732990	2151.926373	292.806617
7.226885	2425.969899	2135.064593	290.905306
7.244235	2407.243378	2118.228447	289.014931
7.261585	2388.555731	2101.420270	287.135461
7.278936	2369.909212	2084.642348	285.266864
7.296286	2351.306023	2067.896918	283.409105
7.313636	2332.748315	2051.186163	281.562152
7.330986	2314.238190	2034.512220	279.725970
7.348337	2295.777701	2017.877176	277.900525
7.365687	2277.368849	2001.283067	276.085782
7.383037	2259.013588	1984.731883	274.281705
7.400387	2240.713823	1968.225565	272.488258
7.417738	2222.471411	1951.766006	270.705405
7.435088	2204.288162	1935.355054	268.933108
7.452438	2186.165838	1918.994507	267.171331
7.469789	2168.106154	1902.686120	265.420035
7.487139	2150.110781	1886.431599	263.679183
7.504489	2132.181342	1870.232607	261.948736
7.521839	2114.319416	1854.090761	260.228655
7.539190	2096.526536	1838.007635	258.518901
7.556540	2078.804193	1821.984758	256.819435
7.573890	2061.153833	1806.023616	255.130216
7.591241	2043.576858	1790.125653	253.451205
7.608591	2026.074629	1774.292267	251.782361
7.625941	2008.648464	1758.524820	250.123644
7.643291	1991.299640	1742.824628	248.475012
7.660642	1974.029392	1727.192968	246.836424
7.677992	1956.838915	1711.631076	245.207839
7.695342	1939.729364	1696.140150	243.589215
7.712692	1922.701855	1680.721346	241.980510
7.730043	1905.757465	1665.375784	240.381681
7.747393	1888.897230	1650.104543	238.792687
7.764743	1872.122153	1634.908668	237.213485
7.782094	1855.433195	1619.789164	235.644031
7.799444	1838.831283	1604.746999	234.084284
7.816794	1822.317307	1589.783108	232.534199
7.834144	1805.892123	1574.898388	230.993735
7.851495	1789.556547	1560.093701	229.462846
7.868845	1773.311367	1545.369877	227.941490
7.886195	1757.157331	1530.727708	226.429623
7.903545	1741.095158	1516.167957	224.927201
7.920896	1725.125531	1501.691350	223.434180
7.938246	1709.249102	1487.298585	221.950517
7.955596	1693.466491	1472.990325	220.476166
7.972947	1677.778286	1458.767203	219.011084
7.990297	1662.185046	1444.629820	217.555226
8.007647	1646.687297	1430.578749	216.108548
8.024997	1631.285537	1416.614532	214.671005
8.042348	1615.980234	1402.737681	213.242554
8.059698	1600.771829	1388.948680	211.823149
8.077048	1585.660732	1375.247987	210.412745
8.094398	1570.647328	1361.636029	209.011299
8.111749	1555.731972	1348.113208	207.618764
8.129099	1540.914995	1334.679898	206.235098
8.146449	1526.196701	1321.336448	204.860254
8.163800	1511.577369	1308.083181	203.494188
8.181150	1497.057250	1294.920395	202.136855
8.198500	1482.636574	1281.848364	200.788210
8.215850	1468.315544	1268.867335	199.448209
8.233201	1454.094342	1255.977535	198.116807
8.250551	1439.973125	1243.179167	196.793958
8.267901	1425.952027	1230.472408	195.479619
8.285251	1412.031162	1217.857418	194.173744
8.302602	1398.210620	1205.334330	192.876289
8.319952	1384.490469	1192.903260	191.587209
8.337302	1370.870761	1180.564301	190.306460
8.354653	1357.351521	1168.317525	189.033996
8.372003	1343.932759	1156.162986	187.769773
8.389353	1330.614465	1144.100718	186.513747
8.406703	1317.396606	1132.130733	185.265873
8.424054	1304.279136	1120.253029	184.026107
8.441404	1291.261988	1108.467583	182.794404
8.458754	1278.345076	1096.774355	181.570721
8.476105	1265.528299	1085.173287	180.355013
8.493455	1252.811539	1073.664304	179.147235
8.510805	1240.194660	1062.247315	177.947344
8.528155	1227.677511	1050.922214	176.755296
8.545506	1215.259925	1039.688877	175.571047
8.562856	1202.941720	1028.547167	174.394553
8.580206	1190.722700	1017.496929	173.225771
8.597556	1178.602652	1006.537996	172.064657
8.614907	1166.581352	995.670186	170.911166
8.632257	1154.658560	984.893303	169.765257
8.649607	1142.834024	974.207138	168.626886
8.666958	1131.107478	963.611469	167.496009
8.684308	1119.478644	953.106061	166.372583
8.701658	1107.947231	942.690666	165.256566
8.719008	1096.512939	932.365025	164.147914
8.736359	1085.175451	922.128866	163.046585
8.753709	1073.934445	911.981909	161.952536
8.771059	1062.789583	901.923858	160.865725
8.788409	1051.740520	891.954410	159.786110
8.805760	1040.786898	882.073251	158.713647
8.823110	1029.928351	872.280055	157.648296
8.840460	1019.164504	862.574490	156.590013
8.857811	1008.494970	852.956212	155.538758
8.875161	997.919355	843.424867	154.494488
8.892511	987.437256	833.980094	153.457163
8.909861	977.048263	824.621523	152.426739
8.927212	966.751954	815.348777	151.403177
8.944562	956.547904	806.161469	150.386435
8.961912	946.435677	797.059204	149.376473
8.979262	936.414831	788.041583	148.373248
8.996613	926.484918	779.108197	147.376721
9.013963	916.645481	770.258630	146.386851
9.031313	906.896058	761.492461	145.403598
9.048664	897.236182	752.809261	144.426921
9.066014	887.665377	744.208598	143.456780
9.083364	878.183165	735.690029	142.493136
9.100714	868.789059	727.253111	141.535948
9.118065	859.482569	718.897392	140.585177
9.135415	850.263200	710.622416	139.640784
9.152765	841.130450	702.427721	138.702729
9.170115	832.083816	694.312843	137.770973
9.187466	823.122789	686.277311	136.845477
9.204816	814.246854	678.320651	135.926203
9.222166	805.455496	670.442385	135.013111
9.239517	796.748193	662.642029	134.106163
9.256867	788.124421	654.919099	133.205322
9.274217	779.583652	647.273105	132.310548
9.291567	771.125357	639.703554	131.421804
9.308918	762.749002	632.209951	130.539052
9.326268	754.454051	624.791797	129.662254
9.343618	746.239965	617.448592	128.791373
9.360969	738.106203	610.179832	127.926371
9.378319	730.052223	602.985011	127.067212
9.395669	722.077479	595.863620	126.213859
9.413019	714.181424	588.815150	125.366274
9.430370	706.363511	581.839089	124.524421
9.447720	698.623188	574.934923	123.688264
9.465070	690.959904	568.102138	122.857767
9.482420	683.373108	561.340216	122.032892
9.499771	675.862246	554.648640	121.213605
9.517121	668.426762	548.026892	120.399870
9.534471	661.066102	541.474451	119.591651
9.551822	653.779711	534.990798	118.788913
9.569172	646.567031	528.575411	117.991620
9.586522	639.427506	522.227768	117.199737
9.603872	632.360579	515.947349	116.413231
9.621223	625.365694	509.733629	115.632065
9.638573	618.442293	503.586088	114.856205
9.655923	611.589820	497.504202	114.085618
9.673273	604.807718	491.487450	113.320268
9.690624	598.095431	485.535308	112.560123
9.707974	591.452404	479.647256	111.805147
9.725324	584.878080	473.822772	111.055308
9.742675	578.371907	468.061335	110.310573
9.760025	571.933330	462.362424	109.570907
9.777375	565.561797	456.725520	108.836277
9.794725	559.256756	451.150105	108.106652
9.812076	553.017657	445.635660	107.381997
9.829426	546.843949	440.181669	106.662281
9.846776	540.735086	434.787615	105.947471
9.864126	534.690520	429.452985	105.237534
9.881477	528.709705	424.177265	104.532440
9.898827	522.792098	418.959943	103.832155
9.916177	516.937157	413.800509	103.136649
9.933528	511.144341	408.698452	102.445889
9.950878	505.413111	403.653267	101.759845
9.968228	499.742931	398.664446	101.078484
9.985578	494.133264	393.731486	100.401777
10.002929	488.583577	388.853884	99.729693
10.020279	483.093340	384.031140	99.062200
10.037629	477.662023	379.262755	98.399268
10.054979	472.289099	374.548231	97.740867
10.072330	466.974043	369.887075	97.086967
10.089680	461.716332	365.278794	96.437538
10.107030	456.515446	360.722896	95.792550
10.124381	451.370868	356.218894	95.151973
10.141731	446.282080	351.766302	94.515779
10.159081	441.248571	347.364635	93.883937
10.176431	436.269829	343.013411	93.256418
10.193782	431.345347	338.712152	92.633195
10.211132	426.474618	334.460381	92.014237
10.228482	421.657139	330.257623	91.399516
10.245833	416.892411	326.103406	90.789004
10.263183	412.179935	321.997261	90.182673
10.280533	407.519216	317.938721	89.580495
10.297883	402.909763	313.927322	88.982441
10.315234	398.351085	309.962602	88.388483
10.332584	393.842697	306.044102	87.798595
10.349934	389.384114	302.171365	87.212749
10.367284	384.974856	298.343939	86.630917
10.384635	380.614444	294.561371	86.053073
10.401985	376.302403	290.823215	85.479189
10.419335	372.038263	287.129024	84.909238
10.436686	367.821552	283.478357	84.343195
10.454036	363.651805	279.870773	83.781032
10.471386	359.528560	276.305836	83.222724
10.488736	355.451355	272.783112	82.668244
10.506087	351.419735	269.302169	82.117566
10.523437	347.433244	265.862580	81.570664
10.540787	343.491432	262.463919	81.027513
10.558137	339.593851	259.105764	80.488088
10.575488	335.740057	255.787695	79.952362
10.592838	331.929608	252.509297	79.420311
10.610188	328.162066	249.270156	78.891909
10.627539	324.436994	246.069862	78.367133
10.644889	320.753962	242.908006	77.845956
10.662239	317.112540	239.784185	77.328355
10.679589	313.512302	236.697997	76.814305
10.696940	309.952826	233.649044	76.303782
10.714290	306.433692	230.636930	75.796762
10.731640	302.954484	227.661263	75.293221
10.748990	299.514789	224.721655	74.793134
10.766341	296.114196	221.817717	74.296479
10.783691	292.752300	218.949068	73.803232
10.801041	289.428697	216.115327	73.313369
10.818392	286.142985	213.316117	72.826868
10.835742	282.894769	210.551064	72.343704
10.853092	279.683654	207.819797	71.863857
10.870442	276.509249	205.121947	71.387301
10.887793	273.371166	202.457150	70.914016
10.905143	270.269022	199.825044	70.443978
10.922493	267.202435	197.225269	69.977166
10.939843	264.171027	194.657471	69.513556
10.957194	261.174423	192.121295	69.053127
10.974544	258.212250	189.616393	68.595858
10.991894	255.284142	187.142417	68.141725
11.009245	252.389731	184.699023	67.690709
11.026595	249.528657	182.285871	67.242786
11.043945	246.700559	179.902622	66.797936
11.061295	243.905081	177.548943	66.356138
11.078646	241.141871	175.224500	65.917371
11.095996	238.410578	172.928965	65.481613
11.113346	235.710856	170.662012	65.048844
11.130697	233.042362	168.423318	64.619044
11.148047	230.404753	166.212562	64.192191
11.165397	227.797694	164.029429	63.768266
11.182747	225.220850	161.873602	63.347247
11.200098	222.673888	159.744772	62.929116
11.217448	220.156481	157.642629	62.513852
11.234798	217.668302	155.566868	62.101435
11.252148	215.209031	153.517186	61.691845
11.269499	212.778346	151.493283	61.285063
11.286849	210.375933	149.494863	60.881070
11.304199	208.001476	147.521630	60.479846
11.321550	205.654666	145.573295	60.081371
11.338900	203.335195	143.649567	59.685628
11.356250	201.042758	141.750162	59.292596
11.373600	198.777053	139.874796	58.902257
11.390951	196.537782	138.023189	58.514593
11.408301	194.324648	136.195064	58.129585
11.425651	192.137358	134.390145	57.747214
11.443001	189.975622	132.608161	57.367461
11.460352	187.839152	130.848842	56.990310
11.477702	185.727663	129.111921	56.615742
11.495052	183.640873	127.397135	56.243738
11.512403	181.578504	125.704222	55.874281
