WSxM file copyright UAM
WSxM ASCII XYZ file
X[µm]		Y[µm]		Z[nm]
1,55294	0,901961	8,00809
1,56078	0,901961	8,14344
1,56863	0,901961	7,12619
1,57647	0,901961	5,64579
1,58431	0,901961	6,78389
1,59216	0,901961	7,94598
1,6	0,901961	8,96323
1,60784	0,901961	8,80353
1,61569	0,901961	7,78627
1,62353	0,901961	7,60323
1,63137	0,901961	10,2304
1,63922	0,901961	11,2477
1,64706	0,901961	11,549
1,6549	0,901961	12,8314
1,66275	0,901961	14,2858
1,67059	0,901961	15,303
1,67843	0,901961	15,8104
1,68627	0,901961	16,071
1,69412	0,901961	17,0883
1,70196	0,901961	16,7872
1,7098	0,901961	15,7699
1,71765	0,901961	13,2659
1,72549	0,901961	10,2141
1,73333	0,901961	7,12279
1,74118	0,901961	3,38477
1,74902	0,901961	5,30676
1,75686	0,901961	6,9055
1,76471	0,901961	7,92276
1,77255	0,901961	8,64099
1,78039	0,901961	7,62374
1,78824	0,901961	7,14673
1,79608	0,901961	9,18935
1,80392	0,901961	10,92
1,81176	0,901961	11,9372
1,81961	0,901961	12,3468
1,82745	0,901961	11,4337
1,83529	0,901961	10,4164
1,84314	0,901961	10,3914
1,85098	0,901961	9,37413
1,85882	0,901961	10,4015
1,86667	0,901961	12,2775
1,87451	0,901961	13,2947
1,88235	0,901961	13,4083
1,8902	0,901961	12,6406
1,89804	0,901961	11,6234
1,90588	0,901961	10,4141
1,91373	0,901961	7,44397
1,92157	0,901961	4,39221
1,92941	0,901961	4,39219
1,93725	0,901961	4,71443
1,9451	0,901961	6,45608
1,95294	0,901961	8,49072
1,96078	0,901961	9,93805
1,96863	0,901961	10,9553
1,97647	0,901961	11,668
1,98431	0,901961	11,2054
1,99216	0,901961	10,1882
2	0,901961	7,37691
0	0,909804	7,12285
0,00784314	0,909804	7,8126
0,0156863	0,909804	10,8644
0,0235294	0,909804	12,3743
0,0313725	0,909804	13,9969
0,0392157	0,909804	15,0142
0,0470588	0,909804	14,7448
0,054902	0,909804	13,7275
0,0627451	0,909804	12,1363
0,0705882	0,909804	9,51717
0,0784314	0,909804	6,46541
0,0862745	0,909804	6,25072
0,0941176	0,909804	7,26797
0,101961	0,909804	7,29105
0,109804	0,909804	6,61165
0,117647	0,909804	7,62891
0,12549	0,909804	8,89551
0,133333	0,909804	11,9473
0,141176	0,909804	13,2902
0,14902	0,909804	14,3398
0,156863	0,909804	15,3571
0,164706	0,909804	14,3398
0,172549	0,909804	12,8926
0,180392	0,909804	9,84081
0,188235	0,909804	7,37752
0,196078	0,909804	7,54423
0,203922	0,909804	6,52698
0,211765	0,909804	7,01703
0,219608	0,909804	9,68724
0,227451	0,909804	12,5355
0,235294	0,909804	13,8707
0,243137	0,909804	14,888
0,25098	0,909804	15,7824
0,258824	0,909804	15,2092
0,266667	0,909804	14,192
0,27451	0,909804	12,2962
0,282353	0,909804	9,37242
0,290196	0,909804	9,67059
0,298039	0,909804	8,65334
0,305882	0,909804	7,06054
0,313725	0,909804	7,39636
0,321569	0,909804	8,41361
0,329412	0,909804	8,58877
0,337255	0,909804	7,57875
0,345098	0,909804	6,72331
0,352941	0,909804	9,06036
0,360784	0,909804	10,3918
0,368627	0,909804	11,4091
0,376471	0,909804	11,7126
0,384314	0,909804	10,9883
0,392157	0,909804	9,97102
0,4	0,909804	7,97077
0,407843	0,909804	6,95352
0,415686	0,909804	5,49951
0,423529	0,909804	4,92661
0,431373	0,909804	6,76884
0,439216	0,909804	7,83855
0,447059	0,909804	8,8558
0,454902	0,909804	8,86304
0,462745	0,909804	7,84579
0,470588	0,909804	8,66702
0,478431	0,909804	8,38431
0,486275	0,909804	7,36705
0,494118	0,909804	7,86952
0,501961	0,909804	8,17003
0,509804	0,909804	7,98469
0,517647	0,909804	7,99468
0,52549	0,909804	6,97743
0,533333	0,909804	6,39836
0,541176	0,909804	6,5175
0,54902	0,909804	7,24105
0,556863	0,909804	7,25351
0,564706	0,909804	6,23626
0,572549	0,909804	6,10211
0,580392	0,909804	6,90585
0,588235	0,909804	7,9231
0,596078	0,909804	8,23978
0,603922	0,909804	9,25703
0,611765	0,909804	8,6724
0,619608	0,909804	7,65514
0,627451	0,909804	7,51618
0,635294	0,909804	8,10885
0,643137	0,909804	7,09159
0,65098	0,909804	5,77677
0,658824	0,909804	4,45532
0,666667	0,909804	6,05405
0,67451	0,909804	8,25787
0,682353	0,909804	9,43302
0,690196	0,909804	10,4503
0,698039	0,909804	10,7441
0,705882	0,909804	9,72685
0,713725	0,909804	7,81776
0,721569	0,909804	6,58386
0,729412	0,909804	5,71042
0,737255	0,909804	4,69317
0,745098	0,909804	6,03809
0,752941	0,909804	7,05534
0,760784	0,909804	7,94331
0,768627	0,909804	7,21629
0,776471	0,909804	8,0271
0,784314	0,909804	8,56885
0,792157	0,909804	11,512
0,8	0,909804	12,7395
0,807843	0,909804	13,7567
0,815686	0,909804	14,6384
0,823529	0,909804	13,9043
0,831373	0,909804	12,887
0,839216	0,909804	11,5648
0,847059	0,909804	9,50853
0,854902	0,909804	12,7674
0,862745	0,909804	15,8192
0,870588	0,909804	17,5854
0,878431	0,909804	18,6027
0,886275	0,909804	19,4885
0,894118	0,909804	19,1983
0,901961	0,909804	18,181
0,909804	0,909804	16,5698
0,917647	0,909804	13,6367
0,92549	0,909804	10,7035
0,933333	0,909804	9,03212
0,941176	0,909804	9,61591
0,94902	0,909804	9,61156
0,956863	0,909804	8,5943
0,964706	0,909804	6,65085
0,972549	0,909804	7,66811
0,980392	0,909804	7,51287
0,988235	0,909804	7,33948
0,996078	0,909804	7,48817
1,00392	0,909804	8,37115
1,01176	0,909804	8,25002
1,01961	0,909804	8,42009
1,02745	0,909804	11,4718
1,03529	0,909804	13,2267
1,04314	0,909804	14,3941
1,05098	0,909804	15,4114
1,05882	0,909804	15,6975
1,06667	0,909804	14,6803
1,07451	0,909804	12,9108
1,08235	0,909804	13,3688
1,0902	0,909804	13,0747
1,09804	0,909804	12,0574
1,10588	0,909804	10,8821
1,11373	0,909804	8,53155
1,12157	0,909804	6,81918
1,12941	0,909804	6,43009
1,13725	0,909804	6,12352
1,1451	0,909804	5,10626
1,15294	0,909804	3,54947
1,16078	0,909804	3,6858
1,16863	0,909804	4,26615
1,17647	0,909804	5,44714
1,18431	0,909804	6,46439
1,19216	0,909804	7,01696
1,2	0,909804	5,99971
1,20784	0,909804	7,45094
1,21569	0,909804	10,5027
1,22353	0,909804	11,9584
1,23137	0,909804	12,9757
1,23922	0,909804	12,9629
1,24706	0,909804	11,9457
1,2549	0,909804	10,0384
1,26275	0,909804	7,81952
1,27059	0,909804	10,8419
1,27843	0,909804	13,8936
1,28627	0,909804	15,0629
1,29412	0,909804	16,0802
1,30196	0,909804	16,5156
1,3098	0,909804	15,775
1,31765	0,909804	14,7578
1,32549	0,909804	12,6962
1,33333	0,909804	9,64441
1,34118	0,909804	9,07987
1,34902	0,909804	9,22912
1,35686	0,909804	8,21186
1,36471	0,909804	7,43308
1,37255	0,909804	8,29722
1,38039	0,909804	7,9861
1,38824	0,909804	8,80249
1,39608	0,909804	9,81975
1,40392	0,909804	10,8267
1,41176	0,909804	10,6585
1,41961	0,909804	9,90281
1,42745	0,909804	8,88556
1,43529	0,909804	6,66147
1,44314	0,909804	7,2496
1,45098	0,909804	8,25712
1,45882	0,909804	8,45815
1,46667	0,909804	9,75619
1,47451	0,909804	11,2697
1,48235	0,909804	12,287
1,4902	0,909804	13,294
1,49804	0,909804	14,0068
1,50588	0,909804	13,3986
1,51373	0,909804	12,3813
1,52157	0,909804	9,32956
1,52941	0,909804	6,22365
1,53725	0,909804	5,10357
1,5451	0,909804	6,12083
1,55294	0,909804	6,99084
1,56078	0,909804	7,12619
1,56863	0,909804	6,10893
1,57647	0,909804	4,66346
1,58431	0,909804	6,84231
1,59216	0,909804	7,85956
1,6	0,909804	8,71578
1,60784	0,909804	8,3975
1,61569	0,909804	7,38024
1,62353	0,909804	6,58598
1,63137	0,909804	5,68855
1,63922	0,909804	7,84587
1,64706	0,909804	10,8976
1,6549	0,909804	13,6614
1,66275	0,909804	15,1033
1,67059	0,909804	16,1205
1,67843	0,909804	16,8277
1,68627	0,909804	16,5069
1,69412	0,909804	15,4897
1,70196	0,909804	14,3737
1,7098	0,909804	13,3564
1,71765	0,909804	11,5795
1,72549	0,909804	8,77395
1,73333	0,909804	5,72219
1,74118	0,909804	2,92168
1,74902	0,909804	4,28951
1,75686	0,909804	5,88825
1,76471	0,909804	6,9055
1,77255	0,909804	7,62374
1,78039	0,909804	6,60648
1,78824	0,909804	9,33581
1,79608	0,909804	10,7712
1,80392	0,909804	11,9372
1,81176	0,909804	12,9545
1,81961	0,909804	13,364
1,82745	0,909804	12,4509
1,83529	0,909804	11,4337
1,84314	0,909804	9,37413
1,85098	0,909804	8,91392
1,85882	0,909804	11,9657
1,86667	0,909804	13,2947
1,87451	0,909804	14,312
1,88235	0,909804	14,4256
1,8902	0,909804	13,6579
1,89804	0,909804	12,6406
1,90588	0,909804	11,4314
1,91373	0,909804	8,46122
1,92157	0,909804	5,40946
1,92941	0,909804	5,40944
1,93725	0,909804	4,87409
1,9451	0,909804	6,48923
1,95294	0,909804	8,06857
1,96078	0,909804	9,20713
1,96863	0,909804	10,2244
1,97647	0,909804	10,6507
1,98431	0,909804	10,1882
1,99216	0,909804	9,17092
2	0,909804	6,60113
0	0,917647	8,33469
0,00784314	0,917647	8,78528
0,0156863	0,917647	10,2937
0,0235294	0,917647	11,3571
0,0313725	0,917647	12,3743
0,0392157	0,917647	13,2797
0,0470588	0,917647	12,57
0,054902	0,917647	11,5528
0,0627451	0,917647	9,96178
0,0705882	0,917647	8,0766
0,0784314	0,917647	5,94701
0,0862745	0,917647	6,98218
0,0941176	0,917647	7,99943
0,101961	0,917647	7,56698
0,109804	0,917647	6,9995
0,117647	0,917647	8,01676
0,12549	0,917647	8,62184
0,133333	0,917647	9,47742
0,141176	0,917647	11,2612
0,14902	0,917647	12,2784
0,156863	0,917647	12,8862
0,164706	0,917647	11,8689
0,172549	0,917647	9,84081
0,180392	0,917647	7,94603
0,188235	0,917647	7,8728
0,196078	0,917647	8,03521
0,203922	0,917647	7,01796
0,211765	0,917647	7,25595
0,219608	0,917647	10,5009
0,227451	0,917647	13,5527
0,235294	0,917647	14,888
0,243137	0,917647	15,9052
0,25098	0,917647	16,7997
0,258824	0,917647	16,2265
0,266667	0,917647	15,2092
0,27451	0,917647	13,3134
0,282353	0,917647	10,3897
0,290196	0,917647	10,4047
0,298039	0,917647	9,38743
0,305882	0,917647	8,07779
0,313725	0,917647	7,94478
0,321569	0,917647	8,83713
0,329412	0,917647	8,84891
0,337255	0,917647	7,83166
0,345098	0,917647	7,02586
0,352941	0,917647	10,0776
0,360784	0,917647	11,4091
0,368627	0,917647	12,4263
0,376471	0,917647	12,7299
0,384314	0,917647	12,0055
0,392157	0,917647	10,9883
0,4	0,917647	8,64888
0,407843	0,917647	7,48351
0,415686	0,917647	6,17056
0,423529	0,917647	5,55106
0,431373	0,917647	7,52596
0,439216	0,917647	8,8558
0,447059	0,917647	9,87305
0,454902	0,917647	9,88029
0,462745	0,917647	8,86304
0,470588	0,917647	7,64977
0,478431	0,917647	7,55205
0,486275	0,917647	7,90098
0,494118	0,917647	8,91824
0,501961	0,917647	9,65168
0,509804	0,917647	8,63443
0,517647	0,917647	9,03883
0,52549	0,917647	9,02978
0,533333	0,917647	8,01253
0,541176	0,917647	6,34836
0,54902	0,917647	4,87738
0,556863	0,917647	4,37922
0,564706	0,917647	4,83853
0,572549	0,917647	6,31019
0,580392	0,917647	7,73567
0,588235	0,917647	9,49557
0,596078	0,917647	10,5128
0,603922	0,917647	11,2441
0,611765	0,917647	10,5071
0,619608	0,917647	9,48983
0,627451	0,917647	7,93254
0,635294	0,917647	7,93508
0,643137	0,917647	6,91783
0,65098	0,917647	6,08484
0,658824	0,917647	5,23351
0,666667	0,917647	8,28527
0,67451	0,917647	9,89602
0,682353	0,917647	10,9195
0,690196	0,917647	11,9367
0,698039	0,917647	12,5195
0,705882	0,917647	11,6331
0,713725	0,917647	10,6158
0,721569	0,917647	7,82131
0,729412	0,917647	4,76956
0,737255	0,917647	4,71166
0,745098	0,917647	5,29716
0,752941	0,917647	6,31441
0,760784	0,917647	6,7485
0,768627	0,917647	7,64998
0,776471	0,917647	8,66723
0,784314	0,917647	8,51867
0,792157	0,917647	8,96424
0,8	0,917647	11,7222
0,807843	0,917647	12,7395
0,815686	0,917647	13,6211
0,823529	0,917647	12,887
0,831373	0,917647	11,8698
0,839216	0,917647	10,5475
0,847059	0,917647	9,9044
0,854902	0,917647	11,2825
0,862745	0,917647	13,7738
0,870588	0,917647	14,9461
0,878431	0,917647	16,2653
0,886275	0,917647	17,2826
0,894118	0,917647	17,2807
0,901961	0,917647	16,2635
0,909804	0,917647	14,0587
0,917647	0,917647	11,5597
0,92549	0,917647	8,74662
0,933333	0,917647	8,57616
0,941176	0,917647	9,30318
0,94902	0,917647	8,5943
0,956863	0,917647	7,57705
0,964706	0,917647	8,14895
0,972549	0,917647	9,1662
0,980392	0,917647	8,86197
0,988235	0,917647	7,84472
0,996078	0,917647	5,9279
1,00392	0,917647	6,94515
1,01176	0,917647	7,23277
1,01961	0,917647	8,04543
1,02745	0,917647	10,9723
1,03529	0,917647	13,0179
1,04314	0,917647	14,3295
1,05098	0,917647	15,3467
1,05882	0,917647	15,7762
1,06667	0,917647	14,8847
1,07451	0,917647	13,8674
1,08235	0,917647	11,0661
1,0902	0,917647	10,2435
1,09804	0,917647	9,64728
1,10588	0,917647	8,63003
1,11373	0,917647	6,4188
1,12157	0,917647	6,57941
1,12941	0,917647	7,44734
1,13725	0,917647	7,14077
1,1451	0,917647	6,12352
1,15294	0,917647	3,76653
1,16078	0,917647	3,4298
1,16863	0,917647	3,56282
1,17647	0,917647	4,13251
1,18431	0,917647	5,14976
1,19216	0,917647	6,16239
1,2	0,917647	6,44181
1,20784	0,917647	6,43369
1,21569	0,917647	9,48544
1,22353	0,917647	11,676
1,23137	0,917647	12,6932
1,23922	0,917647	13,2639
1,24706	0,917647	12,2466
1,2549	0,917647	11,0557
1,26275	0,917647	8,83678
1,27059	0,917647	9,09663
1,27843	0,917647	11,8722
1,28627	0,917647	13,326
1,29412	0,917647	14,3432
1,30196	0,917647	15,0623
1,3098	0,917647	14,6068
1,31765	0,917647	13,5895
1,32549	0,917647	11,6648
1,33333	0,917647	9,07987
1,34118	0,917647	10,0971
1,34902	0,917647	9,93074
1,35686	0,917647	8,91349
1,36471	0,917647	7,8658
1,37255	0,917647	8,10857
1,38039	0,917647	7,79465
1,38824	0,917647	9,98237
1,39608	0,917647	11,1375
1,40392	0,917647	12,1547
1,41176	0,917647	11,9881
1,41961	0,917647	10,9708
1,42745	0,917647	9,90281
1,43529	0,917647	7,67872
1,44314	0,917647	6,59561
1,45098	0,917647	8,20681
1,45882	0,917647	9,80116
1,46667	0,917647	10,8184
1,47451	0,917647	11,7907
1,48235	0,917647	12,3548
1,4902	0,917647	13,0652
1,49804	0,917647	13,3349
1,50588	0,917647	12,8706
1,51373	0,917647	11,8533
1,52157	0,917647	8,89212
1,52941	0,917647	5,84036
1,53725	0,917647	8,74607
1,5451	0,917647	10,4911
1,55294	0,917647	11,5084
1,56078	0,917647	11,1972
1,56863	0,917647	10,18
1,57647	0,917647	7,95917
1,58431	0,917647	5,82505
1,59216	0,917647	6,84231
1,6	0,917647	7,69853
1,60784	0,917647	7,38024
1,61569	0,917647	6,36299
1,62353	0,917647	5,5679
1,63137	0,917647	4,76299
1,63922	0,917647	8,29733
1,64706	0,917647	11,3491
1,6549	0,917647	13,6699
1,66275	0,917647	15,2559
1,67059	0,917647	16,2732
1,67843	0,917647	16,9779
1,68627	0,917647	16,0676
1,69412	0,917647	15,0504
1,70196	0,917647	12,6709
1,7098	0,917647	10,3046
1,71765	0,917647	8,52772
1,72549	0,917647	6,1383
1,73333	0,917647	3,15276
1,74118	0,917647	3,96609
1,74902	0,917647	4,95618
1,75686	0,917647	3,93893
1,76471	0,917647	4,48464
1,77255	0,917647	4,7483
1,78039	0,917647	7,48453
1,78824	0,917647	10,3936
1,79608	0,917647	11,8343
1,80392	0,917647	12,8516
1,81176	0,917647	13,6531
1,81961	0,917647	13,7664
1,82745	0,917647	12,9984
1,83529	0,917647	11,9812
1,84314	0,917647	10,1845
1,85098	0,917647	9,93118
1,85882	0,917647	12,9829
1,86667	0,917647	14,1223
1,87451	0,917647	15,1395
1,88235	0,917647	14,8105
1,8902	0,917647	14,1872
1,89804	0,917647	13,4171
1,90588	0,917647	12,3998
1,91373	0,917647	9,98826
1,92157	0,917647	6,9365
1,92941	0,917647	6,36944
1,93725	0,917647	5,89134
1,9451	0,917647	5,68009
1,95294	0,917647	7,11078
1,96078	0,917647	8,24729
1,96863	0,917647	9,26454
1,97647	0,917647	9,46436
1,98431	0,917647	8,84027
1,99216	0,917647	7,82302
2	0,917647	5,58388
0	0,92549	9,35194
0,00784314	0,92549	9,80253
0,0156863	0,92549	9,83181
0,0235294	0,92549	11,1622
0,0313725	0,92549	12,1795
0,0392157	0,92549	12,1889
0,0470588	0,92549	11,1716
0,054902	0,92549	10,0719
0,0627451	0,92549	8,47638
0,0705882	0,92549	5,42462
0,0784314	0,92549	6,96427
0,0862745	0,92549	7,99943
0,0941176	0,92549	9,01668
0,101961	0,92549	8,58423
0,109804	0,92549	8,91788
0,117647	0,92549	9,93513
0,12549	0,92549	9,20483
0,133333	0,92549	8,18758
0,141176	0,92549	8,20942
0,14902	0,92549	9,22667
0,156863	0,92549	9,8344
0,164706	0,92549	8,81715
0,172549	0,92549	6,9652
0,180392	0,92549	7,18407
0,188235	0,92549	7,63014
0,196078	0,92549	7,63625
0,203922	0,92549	6,76113
0,211765	0,92549	7,32986
0,219608	0,92549	10,4951
0,227451	0,92549	13,5469
0,235294	0,92549	15,1668
0,243137	0,92549	16,1841
0,25098	0,92549	16,9228
0,258824	0,92549	16,4863
0,266667	0,92549	15,469
0,27451	0,92549	13,8581
0,282353	0,92549	11,2194
0,290196	0,92549	9,38743
0,298039	0,92549	8,57739
0,305882	0,92549	7,56014
0,313725	0,92549	6,98246
0,321569	0,92549	7,99972
0,329412	0,92549	8,67561
0,337255	0,92549	8,67664
0,345098	0,92549	7,65939
0,352941	0,92549	9,93237
0,360784	0,92549	11,4031
0,368627	0,92549	12,4203
0,376471	0,92549	12,4219
0,384314	0,92549	12,1302
0,392157	0,92549	11,1129
0,4	0,92549	9,20543
0,407843	0,92549	7,59172
0,415686	0,92549	7,94221
0,423529	0,92549	6,92495
0,431373	0,92549	8,47809
0,439216	0,92549	9,49534
0,447059	0,92549	10,2299
0,454902	0,92549	10,3772
0,462745	0,92549	9,35998
0,470588	0,92549	7,45102
0,478431	0,92549	7,30355
0,486275	0,92549	8,91824
0,494118	0,92549	9,93549
0,501961	0,92549	11,2075
0,509804	0,92549	13,1078
0,517647	0,92549	14,1251
0,52549	0,92549	14,116
0,533333	0,92549	13,0988
0,541176	0,92549	10,047
0,54902	0,92549	7,92913
0,556863	0,92549	5,08122
0,564706	0,92549	5,37282
0,572549	0,92549	6,99361
0,580392	0,92549	8,75292
0,588235	0,92549	10,5128
0,596078	0,92549	11,5301
0,603922	0,92549	12,2614
0,611765	0,92549	11,5243
0,619608	0,92549	10,5071
0,627451	0,92549	7,75218
0,635294	0,92549	6,91783
0,643137	0,92549	6,84892
0,65098	0,92549	7,2858
0,658824	0,92549	6,26855
0,666667	0,92549	9,30252
0,67451	0,92549	10,9133
0,682353	0,92549	11,9367
0,690196	0,92549	12,954
0,698039	0,92549	13,5367
0,705882	0,92549	12,6504
0,713725	0,92549	11,6331
0,721569	0,92549	8,83857
0,729412	0,92549	6,2114
0,737255	0,92549	5,61932
0,745098	0,92549	6,64567
0,752941	0,92549	7,66806
0,760784	0,92549	8,68531
0,768627	0,92549	7,94542
0,776471	0,92549	8,04707
0,784314	0,92549	8,62802
0,792157	0,92549	8,03768
0,8	0,92549	9,93975
0,807843	0,92549	10,957
0,815686	0,92549	11,7477
0,823529	0,92549	11,4506
0,831373	0,92549	10,4334
0,839216	0,92549	9,03615
0,847059	0,92549	11,7024
0,854902	0,92549	12,8698
0,862745	0,92549	13,8871
0,870588	0,92549	13,7738
0,878431	0,92549	14,3561
0,886275	0,92549	14,3511
0,894118	0,92549	15,0795
0,901961	0,92549	14,0623
0,909804	0,92549	12,5878
0,917647	0,92549	10,232
0,92549	0,92549	7,72937
0,933333	0,92549	7,55891
0,941176	0,92549	8,28593
0,94902	0,92549	7,39791
0,956863	0,92549	8,00205
0,964706	0,92549	9,1662
0,972549	0,92549	10,1835
0,980392	0,92549	9,87922
0,988235	0,92549	8,86197
0,996078	0,92549	6,20829
1,00392	0,92549	4,70751
1,01176	0,92549	4,86171
1,01961	0,92549	8,37458
1,02745	0,92549	11,4263
1,03529	0,92549	13,6167
1,04314	0,92549	14,6339
1,05098	0,92549	15,5025
1,05882	0,92549	15,4906
1,06667	0,92549	14,4733
1,07451	0,92549	12,8502
1,08235	0,92549	10,0488
1,0902	0,92549	7,8128
1,09804	0,92549	7,06688
1,10588	0,92549	6,04962
1,11373	0,92549	5,41237
1,12157	0,92549	6,42962
1,12941	0,92549	7,44313
1,13725	0,92549	6,84168
1,1451	0,92549	7,53096
1,15294	0,92549	6,78534
1,16078	0,92549	5,76809
1,16863	0,92549	4,85396
1,17647	0,92549	5,5762
1,18431	0,92549	4,55895
1,19216	0,92549	5,14514
1,2	0,92549	5,42456
1,20784	0,92549	7,14493
1,21569	0,92549	9,91863
1,22353	0,92549	11,0781
1,23137	0,92549	12,0954
1,23922	0,92549	12,2466
1,24706	0,92549	11,2294
1,2549	0,92549	10,0384
1,26275	0,92549	7,81952
1,27059	0,92549	7,32825
1,27843	0,92549	10,2475
1,28627	0,92549	11,9916
1,29412	0,92549	13,0088
1,30196	0,92549	13,2844
1,3098	0,92549	12,9726
1,31765	0,92549	11,9554
1,32549	0,92549	10,9327
1,33333	0,92549	9,15605
1,34118	0,92549	10,0932
1,34902	0,92549	9,78127
1,35686	0,92549	8,76402
1,36471	0,92549	7,1008
1,37255	0,92549	8,03096
1,38039	0,92549	8,59858
1,38824	0,92549	10,9996
1,39608	0,92549	12,1547
1,40392	0,92549	13,172
1,41176	0,92549	13,5353
1,41961	0,92549	12,518
1,42745	0,92549	11,3279
1,43529	0,92549	8,37549
1,44314	0,92549	6,60112
1,45098	0,92549	9,22406
1,45882	0,92549	10,8184
1,46667	0,92549	11,8357
1,47451	0,92549	12,2548
1,48235	0,92549	12,3806
1,4902	0,92549	12,8002
1,49804	0,92549	12,4844
1,50588	0,92549	11,8533
1,51373	0,92549	10,836
1,52157	0,92549	8,34068
1,52941	0,92549	8,8784
1,53725	0,92549	11,7978
1,5451	0,92549	13,5429
1,55294	0,92549	14,5601
1,56078	0,92549	14,249
1,56863	0,92549	13,2317
1,57647	0,92549	11,1778
1,58431	0,92549	8,68997
1,59216	0,92549	5,76176
1,6	0,92549	5,23091
1,60784	0,92549	5,93779
1,61569	0,92549	5,75265
1,62353	0,92549	6,32163
1,63137	0,92549	6,00941
1,63922	0,92549	7,95193
1,64706	0,92549	11,0037
1,6549	0,92549	13,6216
1,66275	0,92549	14,7711
1,67059	0,92549	15,7884
1,67843	0,92549	16,4972
1,68627	0,92549	16,6188
1,69412	0,92549	15,6015
1,70196	0,92549	13,6676
1,7098	0,92549	10,6158
1,71765	0,92549	6,47825
1,72549	0,92549	4,77943
1,73333	0,92549	3,96609
1,74118	0,92549	4,98335
1,74902	0,92549	5,69071
1,75686	0,92549	4,67346
1,76471	0,92549	4,00475
1,77255	0,92549	5,73913
1,78039	0,92549	8,50178
1,78824	0,92549	11,4109
1,79608	0,92549	12,8516
1,80392	0,92549	13,8688
1,81176	0,92549	14,2809
1,81961	0,92549	14,1057
1,82745	0,92549	13,1967
1,83529	0,92549	12,1794
1,84314	0,92549	9,94854
1,85098	0,92549	10,421
1,85882	0,92549	12,9165
1,86667	0,92549	14,355
1,87451	0,92549	15,3722
1,88235	0,92549	15,7836
1,8902	0,92549	15,1664
1,89804	0,92549	14,4025
1,90588	0,92549	13,3852
1,91373	0,92549	11,0055
1,92157	0,92549	7,95376
1,92941	0,92549	6,2051
1,93725	0,92549	5,58692
1,9451	0,92549	5,31482
1,95294	0,92549	6,17207
1,96078	0,92549	7,23004
1,96863	0,92549	8,24729
1,97647	0,92549	8,2093
1,98431	0,92549	7,19204
1,99216	0,92549	6,12539
2	0,92549	4,17742
0	0,933333	9,41266
0,00784314	0,933333	9,27125
0,0156863	0,933333	9,18605
0,0235294	0,933333	10,145
0,0313725	0,933333	11,1622
0,0392157	0,933333	11,1716
0,0470588	0,933333	10,1544
0,054902	0,933333	7,83989
0,0627451	0,933333	6,87889
0,0705882	0,933333	7,89614
0,0784314	0,933333	7,58662
0,0862745	0,933333	8,45442
0,0941176	0,933333	9,47167
0,101961	0,933333	9,03567
0,109804	0,933333	9,93513
0,117647	0,933333	10,9524
0,12549	0,933333	10,4308
0,133333	0,933333	9,4135
0,141176	0,933333	7,78326
0,14902	0,933333	8,18288
0,156863	0,933333	7,16563
0,164706	0,933333	6,12366
0,172549	0,933333	6,13178
0,180392	0,933333	6,16682
0,188235	0,933333	6,61288
0,196078	0,933333	6,619
0,203922	0,933333	7,63968
0,211765	0,933333	8,65693
0,219608	0,933333	9,47787
0,227451	0,933333	12,5296
0,235294	0,933333	14,1496
0,243137	0,933333	15,1668
0,25098	0,933333	15,9055
0,258824	0,933333	15,7023
0,266667	0,933333	14,6851
0,27451	0,933333	13,3648
0,282353	0,933333	11,6046
0,290196	0,933333	8,55284
0,298039	0,933333	7,56014
0,305882	0,933333	6,54289
0,313725	0,933333	7,79415
0,321569	0,933333	8,8114
0,329412	0,933333	9,69286
0,337255	0,933333	9,69389
0,345098	0,933333	8,67664
0,352941	0,933333	8,91512
0,360784	0,933333	10,3858
0,368627	0,933333	11,4031
0,376471	0,933333	11,4572
0,384314	0,933333	11,1129
0,392157	0,933333	10,7232
0,4	0,933333	9,70595
0,407843	0,933333	8,37247
0,415686	0,933333	8,95946
0,423529	0,933333	7,94221
0,431373	0,933333	7,46084
0,439216	0,933333	8,67343
0,447059	0,933333	9,69069
0,454902	0,933333	9,54261
0,462745	0,933333	8,52536
0,470588	0,933333	7,39311
0,478431	0,933333	8,07922
0,486275	0,933333	9,57868
0,494118	0,933333	11,478
0,501961	0,933333	14,2593
0,509804	0,933333	16,1596
0,517647	0,933333	17,1769
0,52549	0,933333	17,1678
0,533333	0,933333	16,1506
0,541176	0,933333	13,0988
0,54902	0,933333	10,0069
0,556863	0,933333	6,35174
0,564706	0,933333	7,58515
0,572549	0,933333	8,75201
0,580392	0,933333	9,76927
0,588235	0,933333	10,3949
0,596078	0,933333	11,4189
0,603922	0,933333	12,4362
0,611765	0,933333	11,9926
0,619608	0,933333	10,9753
0,627451	0,933333	8,76943
0,635294	0,933333	6,84892
0,643137	0,933333	7,86617
0,65098	0,933333	8,30306
0,658824	0,933333	7,34926
0,666667	0,933333	9,18138
0,67451	0,933333	11,2326
0,682353	0,933333	12,55
0,690196	0,933333	13,5672
0,698039	0,933333	13,8561
0,705882	0,933333	13,1171
0,713725	0,933333	12,0999
0,721569	0,933333	9,1581
0,729412	0,933333	7,73669
0,737255	0,933333	7,43791
0,745098	0,933333	7,72638
0,752941	0,933333	8,68531
0,760784	0,933333	9,70256
0,768627	0,933333	8,96267
0,776471	0,933333	7,94542
0,784314	0,933333	7,62914
0,792157	0,933333	7,02043
0,8	0,933333	8,9225
0,807843	0,933333	9,93975
0,815686	0,933333	10,5193
0,823529	0,933333	10,0717
