   622.113464     (  -15.1174431     ,  0.807621121     )
   622.858826     (  -15.1807775     ,  0.826735377     )
   623.604187     (  -15.2507095     ,  0.826333046     )
   624.349487     (  -15.3209457     ,  0.825031221     )
   625.094849     (  -15.3589497     ,  0.810309231     )
   625.840149     (  -15.3899221     ,  0.792659700     )
   626.585510     (  -15.4252348     ,  0.792882025     )
   627.330811     (  -15.4625359     ,  0.801288664     )
   628.076172     (  -15.5218983     ,  0.807871044     )
   628.821533     (  -15.5992460     ,  0.812965989     )
   629.566833     (  -15.6582251     ,  0.825228155     )
   630.312195     (  -15.6914101     ,  0.847554743     )
   631.057495     (  -15.7187214     ,  0.863309145     )
   631.802856     (  -15.7309971     ,  0.862239420     )
   632.548157     (  -15.7494631     ,  0.860426784     )
   633.293518     (  -15.8041697     ,  0.854264736     )
   634.038879     (  -15.8588343     ,  0.848266661     )
   634.784180     (  -15.9097414     ,  0.857203484     )
   635.529541     (  -15.9606485     ,  0.866140246     )
   636.274841     (  -16.0151367     ,  0.873462617     )
   637.020203     (  -16.0701313     ,  0.880556107     )
   637.765564     (  -16.1102638     ,  0.870999277     )
   638.510864     (  -16.1451950     ,  0.855617106     )
   639.256226     (  -16.1788216     ,  0.858555079     )
   640.001526     (  -16.2115993     ,  0.873410463     )
   640.746887     (  -16.2598553     ,  0.876901269     )
   641.492188     (  -16.3255081     ,  0.867620289     )
   642.237549     (  -16.3741245     ,  0.864980757     )
   642.982910     (  -16.3890667     ,  0.875471294     )
   643.728210     (  -16.4040222     ,  0.884776056     )
   644.473572     (  -16.4190331     ,  0.889363647     )
   645.218872     (  -16.4379787     ,  0.894691229     )
   645.964233     (  -16.5127487     ,  0.910514235     )
   646.709534     (  -16.5875206     ,  0.926337302     )
   647.454895     (  -16.6533279     ,  0.925698578     )
   648.200256     (  -16.7184696     ,  0.923838258     )
   648.945557     (  -16.7549381     ,  0.899812162     )
   649.690918     (  -16.7840614     ,  0.870107412     )
   650.436218     (  -16.8197765     ,  0.853488863     )
   651.181580     (  -16.8588734     ,  0.843578160     )
   651.926880     (  -16.9232311     ,  0.860006332     )
   652.672241     (  -17.0103397     ,  0.900152683     )
   653.417603     (  -17.0817757     ,  0.929680169     )
   654.162903     (  -17.1288376     ,  0.942690194     )
   654.908264     (  -17.1728458     ,  0.951137185     )
   655.653564     (  -17.2080021     ,  0.946349144     )
   656.398926     (  -17.2425632     ,  0.939821541     )
   657.144226     (  -17.2728386     ,  0.920727968     )
   657.889587     (  -17.3031139     ,  0.901634455     )
