wavelength_nm,auxiliary_value,transmittance,transmittance_error
350.0,0.0,0.630307,0.0113031
353.0,0.0,0.640969,0.0114097
356.0,0.0,0.650899,0.011509
359.0,0.0,0.662391,0.0116239
362.0,0.0,0.676805,0.0117681
365.0,0.0,0.684692,0.0118469
368.0,0.0,0.690869,0.0119087
371.0,0.0,0.698715,0.0119871
374.0,0.0,0.698457,0.0119846
377.0,0.0,0.69645,0.0119645
380.0,0.0,0.694858,0.0119486
383.0,0.0,0.699482,0.0119948
386.0,0.0,0.700967,0.0120097
389.0,0.0,0.705687,0.0120569
392.0,0.0,0.708707,0.0120871
395.0,0.0,0.713012,0.0121301
398.0,0.0,0.713773,0.0121377
401.0,0.0,0.711388,0.0121139
404.0,0.0,0.711815,0.0121182
407.0,0.0,0.713833,0.0121383
410.0,0.0,0.713377,0.0121338
413.0,0.0,0.71084,0.0121084
416.0,0.0,0.707893,0.0120789
419.0,0.0,0.705639,0.0120564
422.0,0.0,0.702713,0.0120271
425.0,0.0,0.704655,0.0120466
428.0,0.0,0.701577,0.0120158
431.0,0.0,0.700899,0.012009
434.0,0.0,0.699942,0.0119994
437.0,0.0,0.698623,0.0119862
440.0,0.0,0.696542,0.0119654
443.0,0.0,0.692913,0.0119291
446.0,0.0,0.68966,0.0118966
449.0,0.0,0.687583,0.0118758
452.0,0.0,0.688726,0.0118873
455.0,0.0,0.689322,0.0118932
458.0,0.0,0.685096,0.011851
461.0,0.0,0.681725,0.0118173
464.0,0.0,0.681959,0.0118196
467.0,0.0,0.682909,0.0118291
470.0,0.0,0.679723,0.0117972
473.0,0.0,0.675578,0.0117558
476.0,0.0,0.675704,0.011757
479.0,0.0,0.676678,0.0117668
482.0,0.0,0.672046,0.0117205
485.0,0.0,0.657765,0.0115776
488.0,0.0,0.654914,0.0115491
491.0,0.0,0.663399,0.011634
494.0,0.0,0.652547,0.0115255
497.0,0.0,0.64853,0.0114853
500.0,0.0,0.649059,0.0114906
503.0,0.0,0.652035,0.0115203
506.0,0.0,0.649491,0.0114949
509.0,0.0,0.651178,0.0115118
512.0,0.0,0.649655,0.0114965
515.0,0.0,0.64594,0.0114594
518.0,0.0,0.643269,0.0114327
521.0,0.0,0.643316,0.0114332
524.0,0.0,0.639009,0.0113901
527.0,0.0,0.638688,0.0113869
530.0,0.0,0.641717,0.0114172
533.0,0.0,0.644765,0.0114477
536.0,0.0,0.6412,0.011412
539.0,0.0,0.63693,0.0113693
542.0,0.0,0.640079,0.0114008
545.0,0.0,0.623358,0.0112336
548.0,0.0,0.618444,0.0111844
551.0,0.0,0.624945,0.0112494
554.0,0.0,0.618128,0.0111813
557.0,0.0,0.613445,0.0111345
560.0,0.0,0.6117,0.011117
563.0,0.0,0.611019,0.0111102
566.0,0.0,0.608177,0.0110818
569.0,0.0,0.60623,0.0110623
572.0,0.0,0.604061,0.0110406
575.0,0.0,0.602912,0.0110291
578.0,0.0,0.598079,0.0109808
581.0,0.0,0.597227,0.0109723
584.0,0.0,0.598542,0.0109854
587.0,0.0,0.593761,0.0109376
590.0,0.0,0.590525,0.0109053
593.0,0.0,0.587142,0.0108714
596.0,0.0,0.58366,0.0108366
599.0,0.0,0.578417,0.0107842
602.0,0.0,0.575707,0.0107571
605.0,0.0,0.571179,0.0107118
608.0,0.0,0.56799,0.0106799
611.0,0.0,0.567056,0.0106706
614.0,0.0,0.564643,0.0106464
617.0,0.0,0.562824,0.0106282
620.0,0.0,0.561026,0.0106103
623.0,0.0,0.555517,0.0105552
626.0,0.0,0.552352,0.0105235
629.0,0.0,0.551224,0.0105122
632.0,0.0,0.551154,0.0105115
635.0,0.0,0.55079,0.0105079
638.0,0.0,0.547924,0.0104792
641.0,0.0,0.548273,0.0104827
644.0,0.0,0.546965,0.0104697
647.0,0.0,0.544502,0.010445
650.0,0.0,0.542748,0.0104275
653.0,0.0,0.542941,0.0104294
656.0,0.0,0.539803,0.010398
659.0,0.0,0.538533,0.0103853
662.0,0.0,0.535478,0.0103548
665.0,0.0,0.535196,0.010352
668.0,0.0,0.531665,0.0103167
671.0,0.0,0.530344,0.0103034
674.0,0.0,0.52915,0.0102915
677.0,0.0,0.522823,0.0102282
680.0,0.0,0.523695,0.010237
683.0,0.0,0.522742,0.0102274
686.0,0.0,0.523215,0.0102321
689.0,0.0,0.52191,0.0102191
692.0,0.0,0.522588,0.0102259
695.0,0.0,0.521098,0.010211
698.0,0.0,0.520649,0.0102065
701.0,0.0,0.520862,0.0102086
704.0,0.0,0.520836,0.0102084
707.0,0.0,0.521571,0.0102157
710.0,0.0,0.521621,0.0102162
713.0,0.0,0.519077,0.0101908
716.0,0.0,0.517906,0.0101791
719.0,0.0,0.517866,0.0101787
722.0,0.0,0.515747,0.0101575
725.0,0.0,0.511245,0.0101124
728.0,0.0,0.508021,0.0100802
731.0,0.0,0.509669,0.0100967
734.0,0.0,0.507813,0.0100781
737.0,0.0,0.507749,0.0100775
740.0,0.0,0.509754,0.0100975
743.0,0.0,0.505875,0.0100587
746.0,0.0,0.506338,0.0100634
749.0,0.0,0.505847,0.0100585
752.0,0.0,0.502314,0.0100231
755.0,0.0,0.50208,0.0100208
758.0,0.0,0.5022,0.010022
761.0,0.0,0.498065,0.00998065
764.0,0.0,0.497358,0.00997358
767.0,0.0,0.500165,0.0100016
770.0,0.0,0.497014,0.00997014
773.0,0.0,0.494615,0.00994615
776.0,0.0,0.4953,0.00995299
779.0,0.0,0.496456,0.00996456
782.0,0.0,0.493126,0.00993126
785.0,0.0,0.490076,0.00990076
788.0,0.0,0.491787,0.00991787
791.0,0.0,0.488733,0.00988732
794.0,0.0,0.488289,0.00988289
797.0,0.0,0.488889,0.00988889
800.0,0.0,0.484976,0.00984976
803.0,0.0,0.481009,0.00981009
806.0,0.0,0.483317,0.00983317
809.0,0.0,0.481379,0.00981379
812.0,0.0,0.480778,0.00980778
815.0,0.0,0.482991,0.00982991
818.0,0.0,0.483337,0.00983337
821.0,0.0,0.482686,0.00982686
824.0,0.0,0.4874,0.009874
827.0,0.0,0.47746,0.0097746
830.0,0.0,0.478181,0.00978181
833.0,0.0,0.473739,0.00973739
836.0,0.0,0.478412,0.00978412
839.0,0.0,0.478234,0.00978234
842.0,0.0,0.493301,0.00993301
845.0,0.0,0.482939,0.00982939
848.0,0.0,0.47623,0.0097623
